Date,Open,High,Low,Close,Adj Close,Volume,MA_30,MA_90,Daily_Return,Volatility,Year,Month,EMA_30,Lag_1,Lag_2,Lag_3
2012-02-02,65.128571,65.309998,64.854286,65.017143,56.183865,46699100,63.24985660000001,,-0.0023454811215430915,,2012,2,62.38269799324964,65.169998,65.211426,64.715714
2012-02-03,65.328575,65.714287,65.080002,65.668571,56.746796,71649900,63.8124279,,0.010019326748946789,,2012,2,62.65298968379172,65.017143,65.169998,65.211426
2012-02-06,65.482857,66.425713,65.457146,66.281425,57.276386,62353200,64.3347133,,0.009332531387046705,,2012,2,62.94625679281421,65.668571,65.017143,65.169998
2012-02-07,66.464287,67.10714,66.368568,66.975716,57.876339,79055900,65.0264278,,0.010474895492968095,,2012,2,63.26671039527107,66.281425,65.668571,65.017143
2012-02-08,67.214287,68.112854,67.099998,68.097145,58.845402,101972500,65.4552852,,0.01674381502692701,,2012,2,63.64518226930169,66.975716,66.281425,65.668571
2012-02-09,68.68,70.964287,68.651428,70.452858,60.881111,221053700,66.148714,,0.034593417976627405,,2012,2,64.1712950096416,68.097145,66.975716,66.281425
2012-02-10,70.137146,71.08857,69.792854,70.488571,60.911942,157825500,66.8078567,,0.0005069063344453895,,2012,2,64.6533544903493,70.452858,68.097145,66.975716
2012-02-13,71.361427,71.975716,71.012856,71.800003,62.0452,129304000,67.5162856,,0.018604888443546574,,2012,2,65.1923460464346,70.488571,70.452858,68.097145
2012-02-14,72.094284,72.794289,71.714287,72.779999,62.892056,115099600,68.27314290000001,,0.013648968789040206,4.048272102571183,2012,2,65.75842584837702,71.800003,70.488571,70.452858
2012-02-15,73.465714,75.184288,70.984283,71.095711,61.4366,376530000,68.8657142,,-0.023142182236083997,4.1665537063418006,2012,2,66.15263876782738,72.779999,71.800003,70.488571
2012-02-16,70.214287,72.127144,69.51857,71.744286,61.997032,236138000,69.5384285,,0.00912256155649116,4.291253118832817,2012,2,66.56181554542141,71.095711,72.779999,71.800003
2012-02-17,71.872856,72.538574,71.471428,71.73143,61.985954,133951300,70.1447144,,-0.00017919197077242988,4.397641673481691,2012,2,66.93686146116757,71.744286,71.095711,72.779999
2012-02-21,72.41143,73.550003,72.017143,73.550003,63.557446,151398800,70.8715722,,0.025352526779404805,4.591864659360494,2012,2,67.41280976043335,71.73143,71.744286,71.095711
